gene	dn	ds
SAR1012	  0.01663873	  0.03666560
SAR1013	  0.00514659	  0.05271842
SAR1014	  0.00788993	  0.03300411
SAR1015	  0.00113065	  0.02294192
SAR0108	  0.00375450	  0.02468085
SAR1016	  0.00291308	  0.02811656
SAR1017	  0.00384281	  0.05178730
SAR1018	  0.01106900	  0.03072317
SAR1019	  0.00048854	  0.02861763
SAR1020	  0.00248084	  0.02988716
SAR1021	  0.00736506	  0.05386336
SAR1022	  0.03000224	  0.30169362
SAR1023	  0.00263469	  0.02980526
SAR1025	  0.00053882	  0.02404828
SAR1026	  0.00569851	  0.05530867
SAR0109	  0.00378601	  0.05825481
SAR1027	  0.01263150	  0.09172234
SAR1028	  0.00282215	  0.08823639
SAR1029	  0.01045290	  0.14098304
SAR1030	  0.00492444	  0.07057553
SAR1031	  0.00228095	  0.02280959
SAR1032	  0.00037749	  0.00932771
SAR1033	  0.00025735	  0.01098217
SAR1034	  0.00006769	  0.00918130
SAR1035	  0.00008046	  0.00000000
SAR1037	  0.00301052	  0.03253126
SAR0110	  0.00080296	  0.03254517
SAR1038	  0.00425182	  0.01650687
SAR1039	  0.00466425	  0.01993388
SAR1040	  0.00992013	  0.08274861
SAR1041	  0.00240992	  0.01733317
SAR1042	  0.00319387	  0.02694382
SAR1043	  0.00475190	  0.04941387
SAR1044	  0.00275111	  0.09196762
SAR1045	  0.00326737	  0.04465723
SAR1046	  0.00602688	  0.02454879
SAR1047	  0.00265442	  0.02630493
SAR0111	  0.00699022	  0.08733073
SAR1048	  0.00591823	  0.03090716
SAR1049	  0.00334875	  0.03692131
SAR1050	  0.00252115	  0.02221299
SAR1051	  0.00013667	  0.03586024
SAR1053	  0.00110570	  0.04102624
SAR1054	  0.00330547	  0.03431051
SAR1055	  0.00408595	  0.09196158
SAR1056	  0.00018607	  0.04448385
SAR1057	  0.00182277	  0.02781596
SAR0112	  0.00398718	  0.02863078
SAR1058	  0.00688505	  0.03831081
SAR1059	  0.00097228	  0.02441410
SAR1060	  0.00122593	  0.02719545
SAR1061	  0.00031201	  0.02263800
SAR1063	  0.00004444	  0.02336597
SAR1064	  0.00056126	  0.00403931
SAR1065	  0.00057540	  0.05183338
SAR1066	  0.00229252	  0.04922843
SAR1067	  0.00094115	  0.01866058
SAR1068	  0.00027912	  0.01382648
